id,created_at,name,description,price,category,sizes,in_stock,images,for_rent,for_sale_by_order
204577cb-04ef-438b-a242-518e55744897,2026-01-26 00:16:34.137295+00,Vestido olivo chispas,Vestido estraple verde olivo con brillos rosas y plata,280000,Grado,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386591902-rp9pa.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386591902-q1yd29.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386591902-l4wupp.jpeg""]",true,false
20db8f5d-1cdc-4068-9f98-075847495684,2026-01-26 18:06:01.820024+00,Ramo quince,Ramos en flores eternas para quinceañera o novia,3200000,Quinceañera,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769450760267-vwc9vn.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769450760269-pda03f.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451029959-qu6xps.jpeg""]",false,true
28264af0-d20b-4c6c-8086-9a253f3f7375,2026-02-03 16:16:29.419039+00,Olivo,Vestido en transparencia tonos olivo y rosa en brillos,320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135385752-1zgybq.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135385752-bct16.jpeg""]",true,false
2afaf3f8-8deb-4f9c-8976-bbb4cf58e1e5,2026-02-03 16:15:09.660521+00,Lila cola,"Vestido con flores en 3D color lila 
Cola y brillos de el mismo tono",580000,Quinceañera,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135306057-nwi8zfi.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135306058-q7v903.jpeg""]",true,false
2d0682d6-4261-4b05-9c40-74fa4c5c7e4a,2026-05-07 20:42:46.407425+00,Bandeja plata Jr,"Vestido en lentejuelas elástico con mangas bandeja, disponible en oro rosa y plata",240000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186565268-a4hfnn.jpeg""]",true,false
2f5e279d-541f-45b3-b0df-f91a798aab35,2026-01-26 00:24:33.667768+00,Dorado negro miss,"Vestido en lentejuelas doradas y negras, corset",300000,Reinas,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387072322-bw222k.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387072322-jmr65g.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387072323-c3ccdx.jpeg""]",true,false
35112214-15f0-408c-9101-7407a340e85e,2026-01-26 18:51:53.782477+00,Perla mariana,"Vestido en satin color perla
Estola en cuello y espalda destapada",420000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453512182-rjibv9.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453512183-7cnenf.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453512183-n11o5m.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453512183-1kavej.jpeg""]",false,true
35d8ecec-4cd4-4544-a694-3975e9f3bd14,2026-01-26 17:33:53.387679+00,Vestido negro tiempos,Hermoso vestido negro en tiempos y sesgo satinado,320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448831503-m70roo.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448831504-l1jbcl.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448831504-df0jar.jpeg""]",true,false
373c2b57-efe9-4711-97aa-3eeb295d4f6d,2026-01-26 18:22:39.786516+00,Vestido elfo cielo,"Hermoso vestido azul cielo
Tela en brillos plata y recamado en pedrería y encaje",1200000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756848-c5lrmg.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756851-459eix.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756851-yn8yn.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756851-hs9j6vj.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756851-6i6kpn.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451756851-qx76h.jpeg""]",false,true
3aba28b6-cd79-4b77-86bb-0a4cc2d40ba7,2026-01-26 18:53:06.732218+00,Sueño rosa,"Vestido en satin corte sirena con cola, espalda destapada y abertura en pierna",320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453584330-1vuwq.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769453584330-kw7z1l.jpeg""]",false,true
3c1449e7-ea47-4f74-b3f6-ef4bc608964b,2026-01-26 00:20:56.590744+00,Columna verde menta,"Vestido corte sirena, sin brillos color verde esmeralda",240000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386854471-yp9qu.jpeg""]",true,false
3c5949cb-09da-42ec-902a-717c3e11619d,2026-05-07 21:18:56.157459+00,Vestidos esmeralda plus,"Vestidos en tonos verde esmeralda, faldas amplias tallas plus",260000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778188735021-joyf4j.jpeg""]",true,false
3e33bb17-1b4b-4b94-a390-84a2751e70ca,2026-05-07 21:04:35.76445+00,Vestido dulce rosa,Vestido estraple en corsé con abertura,260000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778187873404-wmljj8.png""]",true,false
3e3d1fc6-8709-46e3-8508-bb00698a9c89,2026-01-26 19:49:25.088398+00,Azul Olga,"Vestido en lentejuelas azul noche, corte recto",260000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769456964356-79ni1w.jpeg""]",true,false
3e8ca00d-a1a0-4f90-8130-36e36bf91807,2026-01-26 19:47:15.03002+00,Rojo reina,"Vestido en color rojo con pedrería en busto, abertura en pierna corte línea A",420000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769456833777-4rgobx.jpeg""]",false,true
4113f9e2-c992-4f0e-b8ce-7696a0a4929a,2026-05-07 21:06:49.354048+00,Vestido Lila Belén,Vestido de quinceañera línea A con abertura,550000,Quinceañera,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778188074320-lalmjs.png""]",true,false
4177ea3f-4bca-45ea-8354-e05e94f8385a,2026-05-07 20:15:20.462721+00,Cereza Lycra espejo,Vestido con estola,480000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184916299-2w9hvd.png""]",false,true
41811d2e-2478-4f94-9d67-29456283706d,2026-02-03 16:13:53.536267+00,Azul mella,Vestido en tonos azules con pedrería tornasol en corsé,280000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135229872-ht8twm.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135229872-yfpgvl.jpeg""]",true,false
46cb7d1c-0aa7-40c7-bcba-cb9b6612093a,2026-05-07 20:44:38.122319+00,Vestido Amelia,"Vestido en línea A con abertura en pierna, disponible en amarillo mantequilla 
Verde esmeralda",240000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186677191-55835.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186677192-pvfflu.jpeg""]",true,false
4a621bf1-4836-4230-b2d0-016a46e32830,2026-05-07 20:40:23.97104+00,Oro rosa línea A,Vestido en lentejuelas tono oro rosa con abertura en pierna linea A,260000,Cóctel,"[""XL""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186421938-7zs96.jpeg""]",true,false
4ea617de-b856-4dbf-bf23-81edc0acb799,2026-01-26 00:30:13.628892+00,Rojo velvet,"Vestido rojo sin brillos, abertura en pierna",220000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387412394-r962s.jpeg""]",true,false
53721084-43a1-401d-9057-f4d30095c395,2026-01-26 00:17:29.333324+00,Vestido corset agua,Vestido en corset con estola,220000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386647555-ket1d.jpeg""]",true,false
5652ed2b-30da-49a0-a24d-4e5aaa665cc2,2026-02-03 16:19:18.929745+00,Rosa caviar,"Vestido base rosa, bordado en caviar y brillo",280000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135556741-clhggn.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135556741-gp79a4.jpeg""]",true,false
575f6204-1f57-42c3-afb9-56789acd3c44,2026-01-26 00:40:16.670851+00,Sueño mariposa,"Vestido en corte A 
Corsé con abertura en pierna y mariposas en 3D",380000,Quinceañera,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769388014947-1hbeth.jpeg""]",true,false
58983829-a39d-4996-9ead-c4fd3eb6c8b0,2026-01-26 00:31:41.016537+00,Fucsia doc,"Vestido elástico tipo corset, corte sirena con abertura en pierna",200000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387499904-nu89zd.jpeg""]",true,false
5ae83e55-81fa-4e70-bf7f-48f7dc3350cd,2026-02-03 16:12:38.043849+00,Oro rosa Paulina,"Vestido en lentejuelas oro rosa 
Corset largo y manga asimétrica",300000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135155143-ye2jlc.jpeg""]",true,false
60f66372-7aba-4a6e-bce0-366a6884953a,2026-05-07 20:18:25.954562+00,Señorial azul noche,Vestidos tallas plus en tonos azul noche,240000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778185104931-nlltvr.jpeg""]",true,false
64431f8c-97c0-4df7-9426-6de97795a695,2026-01-26 19:44:20.832834+00,Rojo cereza,Vestido sirena con abertura en pierna y cuello bandeja,380000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769456659627-49ctrr.jpeg""]",false,true
6690f238-915a-456b-8f19-a777b7ce6c0e,2026-01-26 17:30:51.209274+00,Vestido de novia romance,"Hermoso vestido en encaje convertible
Dos opciones en un mismo vestido",1800000,Novias,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448648983-rptjwp.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448648986-v6d57xo.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769448648986-mmaw2.jpeg""]",false,true
67a5aaf0-6ef5-4cd5-8988-c8aefc50bd65,2026-01-25 20:28:01.418584+00,Dorado Isabella,Dorado,650000,Grado,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769372879582-cuxz7h.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769372879585-hi6z88.jpeg""]",true,false
687945f6-1b5c-41ef-a20d-5c4a2137aac4,2026-05-07 22:12:16.626196+00,Vestido Yuli,Vestido en Lycra azul noche,260000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778191935157-sao1cv.png""]",true,false
6d7793ef-ac8c-49b1-9996-3fdfde81b944,2026-01-26 19:42:44.189691+00,Corsé brillos,"Vestido azul cielo en corsé, abertura en pierna",260000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769456562559-2nmpqi.jpeg""]",true,false
71d87713-f5ea-4f5e-9fb0-083bc13c1d53,2026-05-07 21:26:15.044687+00,Vestido Salomé,"Vestido azul noche, corsé en lentejuelas",260000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778189173351-tiv1bv.jpeg""]",true,false
7b6474c2-45f9-465b-af2d-77b13fb14909,2026-05-07 21:14:07.704965+00,Vestido Eleganza vino,Vestido en Lycra espejo vino tinto,260000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778188443538-8bui9s.png"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778188443540-67d1l4.png""]",true,false
7ca6a940-8e39-4aec-b0ff-0c3fbc383760,2026-02-03 16:20:53.519079+00,Tornasol,Vestido plateado con brillos tornasol en transparencia,420000,Novias,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135650637-8iw3fkh.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135650637-yqh5ri.jpeg""]",true,false
7e505474-5fc2-493e-af4f-2ea4d5716256,2026-02-03 16:22:24.352343+00,Verde Paulina,"Vestido en lentejuelas y corsé en brillos, tono verde esmeralda con transparencia",320000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135740192-atnqh.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135740193-0cuqav.jpeg""]",true,false
864437ef-ea66-4944-9ffe-4a97484a55c0,2026-01-26 18:28:18.365897+00,Brillos plata,Hermoso vestido asimétrico en lentejuelas doradas y plata,380000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769452097619-ygqec9.jpeg""]",false,true
889e53a3-6c09-4633-b3df-3a088c110d18,2026-05-07 20:47:00.064706+00,Vestido Barbie melisa,Vestido en gallineta rosa,490000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778186818946-dhbtu.jpeg""]",false,true
893c66ad-95c5-43c3-970e-7763dee825ca,2026-01-26 00:15:07.318325+00,Rojo jessica,Vestido lentejuelas rojo,260000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386506058-t6bepev.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386506058-fziau.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386506058-4g9xa.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769386506058-e18dja.jpeg""]",true,false
8f01cc97-a375-42b5-a7ee-1f6367949082,2026-02-03 16:17:51.533804+00,Mejía,"Vestido en brillos dorado y negro 
Corsé con busto drapeado",280000,Cóctel,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135467782-rlcw87.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135467782-vlvcul.jpeg""]",true,false
9a87e31a-49a2-49f1-b24c-adbb6f6a5400,2026-02-03 16:23:48.631641+00,Vestido negro flores,Vestido con cola y flores 3D color negro,580000,Quinceañera,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135825702-u9w1o.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1770135825702-60j5ge.jpeg""]",true,false
a8e47a18-c7ef-401a-992e-526714f5cece,2026-01-26 17:36:58.459663+00,Vestido oro rosa,"Vestido de quinceañera oro rosa, en lentejuela y canutillos",2200000,Quinceañera,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769449017161-4pnq4.jpeg""]",false,true
a9dc5b76-b18c-49e4-901e-20a998478fc7,2026-05-07 22:13:18.283406+00,Vestido Tifany azul noche,Vestido en Lycra con mangas azul noche,240000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778191996435-zcf1pq.png""]",true,false
aca079f9-405b-48ff-acef-077478a9f612,2026-05-07 20:16:23.263125+00,Vestido rosa tornasol,Tela en tornasol con fondo palo de rosa,280000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184980809-32jslv.png""]",true,false
b20986ed-e953-44bc-beb9-04281c98f0c1,2026-05-07 20:17:30.589475+00,Enterizo Melisa,Conjunto corsé y pantalón,520000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778185049820-nv9e79.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778185049820-rew4wq.jpeg""]",false,true
b4493b45-86f9-4a55-ae45-950a966139b4,2026-01-26 17:19:04.197913+00,Vestido negro Laura,"Vestido negro convertible, lentejuelas negro",600000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769447943461-tiiy2i.jpeg""]",false,true
b7e022b9-0dd2-4d9f-b847-7254bd0106df,2026-01-26 18:30:59.132892+00,Vestido Vane,"Vestido color perla satin, corsé varillas v y abertura en pierna",240000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769452257709-ol1fsn.jpeg""]",true,false
bea0c81d-702a-4e77-9f74-edd1d47f65e8,2026-05-07 21:16:18.064506+00,Vestido moca Dora,Vestido color moca,320000,Casual,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778188576028-8wn4z6.png""]",false,true
c2a0cc98-87ad-4704-a6c7-0bf3c36b86a5,2026-05-07 21:27:13.757134+00,Vestido de novia Tifany,Vestido de novia civil en tono perla,300000,Novias,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778189232845-yvlc1.jpeg""]",true,false
c2c1595d-65c6-4cc8-9456-7c6f8c69ceb5,2026-01-26 18:01:19.096273+00,Vestido romance menta,"Hermoso vestido de quinceañera linea A
Mariposas en 3D y abertura en pierna",380000,Quinceañera,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769450477269-aj28qh.jpeg""]",true,false
c66df641-49e3-47bd-bd3b-41c09ec8374b,2026-01-26 00:35:52.545616+00,Miss azul,"Vestido corte sirena, abertura en pierna con cola, cuello bandeja",420000,Reinas,"[""L""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387750094-e5d09g.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387750097-3xopy.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769387750097-xyrluk.jpeg""]",true,false
c7f20929-edbd-4c07-836e-dfa0936e8254,2026-01-26 18:23:47.134294+00,Vestido hielo,Hermoso vestido con base tornasol y recamado en pedrería tono hielo,1400000,Cóctel,"[""S""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451823252-l07fj.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451823252-g6prge.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769451823253-dpmo5s.jpeg""]",false,true
cbf5832c-8d06-4d73-958f-82d36feb6793,2026-05-07 20:14:08.284346+00,Verde Tifanny Maca,Vestido en licra espejo tono verde esmeralda,240000,Cóctel,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184846654-atgs8q.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184846656-jvay3n.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184846656-v6e0r2.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778184846656-iy5xwa.jpeg""]",true,false
d98af24d-949b-459f-b738-feeccb492220,2026-05-07 21:33:36.401184+00,Vestido de novia fantasía,Vestido de novia civil estraple con capa,600000,Novias,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1778189614913-x2fpgj.jpeg""]",true,false
d9d2ca31-555f-4342-941e-81a2fce25269,2026-01-25 19:50:49.685268+00,Rojo Borgoña,bonito,240000,Grado,"[""M""]",true,"[""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769370648207-sl0561.jpeg"",""https://hqtqkjzsfpqnjifcbfus.supabase.co/storage/v1/object/public/vestidos/1769370648209-ga4s69.jpeg""]",true,true
